sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2016 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"MPI rank:0"

"ID","Function Call Sites and Loops","","Vector Issues","Self Time","Elapsed Time","Total Time","Type","FLOPS And AVX-512 Mask Usage","GFLOPS","AI","Mask Utilization","L1 GB/s","GFLOP","FLOP Per Iteration","L1 GB","L1 Bytes Per Iteration","Why No Vectorization?","Vectorized Loops","Vector ISA","Efficiency","Gain Estimate","VL (Vector Length)","Compiler Estimated Gain","Trip Counts","Trip Counts Average","Trip Counts Min","Trip Counts Max","Trip Counts Call Count","Trip Counts Iteration Duration","Instruction Set Analysis","Traits","Data Types","Number of Vector Registers","Vector Widths","Instruction Sets","Advanced","Transformations","Unroll Factor","Multi-Pumping Factor","Vectorization Details","Optimization Details","Location","Source Location","Module"
"","[child]-[loop in compute_simulation_axis at mpi_routines.F90:601]","-1","3 Vector register spilling possible ","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","16","1.84x","","","","","","","Type Conversions; Permutes; Unpacks; Inserts; FMA; Scatters; Mask Manipulations","FMA; Inserts; Mask Manipulations; Permutes; Scatters; Type Conversions; Unpacks","Float32; <b>Float64</b>; UInt64","32","128/256/512","AVX; AVX2; AVX512F_512","","Multi-Pumped","","2","Multi-Pumped by 2","MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 2","mpi_routines.F90:601","mpi_routines.F90:601","picsar_carl_advisor"
"","[child]-[loop in compute_simulation_axis at mpi_routines.F90:601]","-1","1 Data type conversions present ","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","30","","0.1250","93.75","","< 0.0001","15","< 0.0001","120","","AVX512","AVX512","","","8","1.86x","2","2","2","2","1","","Type Conversions; Permutes; Unpacks; Inserts; FMA","FMA; Inserts; Permutes; Type Conversions; Unpacks","<b>Float64</b>; Int64; UInt64","30","128/256/512","AVX; AVX2; AVX512F_512","","","","","Masked Loop Vectorization","MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 1","mpi_routines.F90:601","mpi_routines.F90:601","picsar_carl_advisor"
"","[child]-[loop in compute_simulation_axis at mpi_routines.F90:601]","-1","1 Data type conversions present ","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","","","","","","","","","","","","","","","","Type Conversions; FMA","FMA; Type Conversions","Float64; UInt64","3","","","","","","","","MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 2","mpi_routines.F90:601","mpi_routines.F90:601","picsar_carl_advisor"
"","[loop in compute_simulation_axis at mpi_routines.F90:604]","-1","4 Vector register spilling possible ","n/a","n/a","n/a","Vectorized Versions","","","","","","","","","","","[AVX512]","[AVX512]","","","[16; 8]","","","","","","","","[FMA; Inserts; Mask Manipulations; Permutes; Scatters; Type Conversions; Unpacks]"," [FMA; Inserts; Mask Manipulations; Permutes; Scatters; Type Conversions; Unpacks]","[Float32; Float64; Int64; UInt64]","[29; 3; 30; 32]","[128/256/512]","[AVX; AVX2; AVX512F_512]","[Unrolled by 2]","[Multi-Pumped; Unrolled]","[2]","[2]","[Masked Loop Vectorization; Multi-Pumped by 2; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2; MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 1; MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 2]","mpi_routines.F90:604","mpi_routines.F90:604","picsar_carl_advisor"
"","[child]-[loop in compute_simulation_axis at mpi_routines.F90:604]","-1","1 Data type conversions present ","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","1.36x","","","","","","","Type Conversions; Permutes; Unpacks; Inserts; FMA","FMA; Inserts; Permutes; Type Conversions; Unpacks","<b>Float64</b>; Int64; UInt64","29","128/256/512","AVX; AVX2; AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 1","mpi_routines.F90:604","mpi_routines.F90:604","picsar_carl_advisor"
"","[child]-[loop in compute_simulation_axis at mpi_routines.F90:604]","-1","3 Vector register spilling possible ","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","32","","0.1538","100","","< 0.0001","32","< 0.0001","208","","AVX512","AVX512","","","8","3.46x","1","1","1","1","1","","Type Conversions; Permutes; Unpacks; Inserts; FMA","FMA; Inserts; Permutes; Type Conversions; Unpacks","Float32; <b>Float64</b>; Int64; UInt64","32","128/256/512","AVX; AVX2; AVX512F_512","Unrolled by 2","Unrolled","2","","","MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 1; LOOP WAS UNROLLED BY 2","mpi_routines.F90:604","mpi_routines.F90:604","picsar_carl_advisor"
"","[child]-[loop in compute_simulation_axis at mpi_routines.F90:604]","-1","3 Vector register spilling possible ","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","16","1.84x","","","","","","","Type Conversions; Permutes; Unpacks; Inserts; FMA; Scatters; Mask Manipulations","FMA; Inserts; Mask Manipulations; Permutes; Scatters; Type Conversions; Unpacks","Float32; <b>Float64</b>; UInt64","32","128/256/512","AVX; AVX2; AVX512F_512","","Multi-Pumped","","2","Multi-Pumped by 2","MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 2","mpi_routines.F90:604","mpi_routines.F90:604","picsar_carl_advisor"
"","[child]-[loop in compute_simulation_axis at mpi_routines.F90:604]","-1","1 Data type conversions present ","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","30","","0.1250","93.75","","< 0.0001","15","< 0.0001","120","","AVX512","AVX512","","","8","1.86x","2","2","2","2","1","","Type Conversions; Permutes; Unpacks; Inserts; FMA","FMA; Inserts; Permutes; Type Conversions; Unpacks","<b>Float64</b>; Int64; UInt64","30","128/256/512","AVX; AVX2; AVX512F_512","","","","","Masked Loop Vectorization","MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 1","mpi_routines.F90:604","mpi_routines.F90:604","picsar_carl_advisor"
"","[child]-[loop in compute_simulation_axis at mpi_routines.F90:604]","-1","1 Data type conversions present ","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","","","","","","","","","","","","","","","","Type Conversions; FMA","FMA; Type Conversions","Float64; UInt64","3","","","","","","","","MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 2","mpi_routines.F90:604","mpi_routines.F90:604","picsar_carl_advisor"
"","[loop in initall at submain.F90:374]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Scalar Versions","","","","","","","","","","1 inner loop was already vectorized","","","","","","","","","","","","","","","","[7]","","","","","","","","[MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 2]","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","","","","","","","","","","7","","","","","","","","MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 2","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","","","","","","","","","","7","","","","","","","","MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 2","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","","","","","","","","","","7","","","","","","","","MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 2","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar Versions","","","","","","","","","","","","","","","","","","","","","","","","","[Float32; UInt64]","[0; 5]","[512]","[AVX512F_512]","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8","","","","","","","","31","31","31","31","1","","","","","0","","","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","","","","","","","","31","31","31","31","31","","","","Float32; UInt64","5","512","AVX512F_512","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[loop in initall at submain.F90:374]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Scalar Versions","","","","","","","","","","","","","","","","","","","","","","","","","[UInt32; UInt64]","[7]","[512]","[AVX512F_512]","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","255.2","","","","","","","","1","1","1","1","31","","","","UInt32; UInt64","7","512","AVX512F_512","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar Versions","","","","","","","","","","","","","","","","","","","","","","","","","[Float32; UInt64]","[0; 5]","[512]","[AVX512F_512]","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8","","","","","","","","31","31","31","31","1","","","","","0","","","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","","","","","","","","31","31","31","31","31","","","","Float32; UInt64","5","512","AVX512F_512","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[loop in initall at submain.F90:374]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Scalar Versions","","","","","","","","","","","","","","","","","","","","","","","","","[UInt32; UInt64]","[7]","[512]","[AVX512F_512]","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","255.2","","","","","","","","1","1","1","1","31","","","","UInt32; UInt64","7","512","AVX512F_512","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar Versions","","","","","","","","","","","","","","","","","","","","","","","","","[Float32; UInt64]","[0; 5]","[512]","[AVX512F_512]","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8","","","","","","","","31","31","31","31","1","","","","","0","","","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","","","","","","","","31","31","31","31","31","","","","Float32; UInt64","5","512","AVX512F_512","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[loop in initall at submain.F90:374]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Scalar Versions","","","","","","","","","","","","","","","","","","","","","","","","","[UInt32; UInt64]","[7]","[512]","[AVX512F_512]","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","255.2","","","","","","","","1","1","1","1","31","","","","UInt32; UInt64","7","512","AVX512F_512","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","1 vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64; Int64; UInt64]","[1; 4]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Peeled [Not Executed]","","","","","","","","< 0.0001","8","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","1","1","1","7","840","","","","Float64","1","","","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","0.0001","128","","AVX512","AVX512","","","8","6.93x","1","1","1","1","961","","","","<b>Float64</b>","1","512","AVX512F_512","Unrolled by 2","Unrolled","2","","","LOOP WAS UNROLLED BY 2","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","","","","","","","","< 0.0001","49.0788","","AVX512","AVX512","","","8","1.91x","1","1","1","2","961","","","","<b>Float64</b>; Int64; UInt64","4","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","1 vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64; Int64; UInt64]","[1; 4]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Peeled [Not Executed]","","","","","","","","< 0.0001","8","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","1","1","1","7","840","","","","Float64","1","","","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","0.0001","128","","AVX512","AVX512","","","8","6.93x","1","1","1","1","961","","","","<b>Float64</b>","1","512","AVX512F_512","Unrolled by 2","Unrolled","2","","","LOOP WAS UNROLLED BY 2","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","","","","","","","","< 0.0001","49.0788","","AVX512","AVX512","","","8","1.91x","1","1","1","2","961","","","","<b>Float64</b>; Int64; UInt64","4","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","1 vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64; Int64; UInt64]","[1; 4]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Peeled [Not Executed]","","","","","","","","< 0.0001","8","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","1","1","1","7","840","","","","Float64","1","","","","","","","","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","0.0001","128","","AVX512","AVX512","","","8","6.93x","1","1","1","1","961","","","","<b>Float64</b>","1","512","AVX512F_512","Unrolled by 2","Unrolled","2","","","LOOP WAS UNROLLED BY 2","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:374]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","","","","","","","","< 0.0001","49.0788","","AVX512","AVX512","","","8","1.91x","1","1","1","2","961","","","","<b>Float64</b>; Int64; UInt64","4","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","submain.F90:374","submain.F90:374","picsar_carl_advisor"
"","[loop in initall at submain.F90:375]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Scalar Versions","","","","","","","","","","2 cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","[7]","","","","","","","","[MULTIVERSIONED FOR STRIDES IN ASSUMED SHAPE ARRAYS, VER 2]","submain.F90:375","submain.F90:375","picsar_carl_advisor"
"","[child]-[loop in initall at submain.F90:375]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","7","","","","","","","","","submain.F90:375","submain.F90:375","picsar_carl_advisor"
