sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2016 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"MPI rank:0"

"ID","Function Call Sites and Loops","","Vector Issues","Self Time","Elapsed Time","Total Time","Type","FLOPS And AVX-512 Mask Usage","GFLOPS","AI","Mask Utilization","L1 GB/s","GFLOP","FLOP Per Iteration","L1 GB","L1 Bytes Per Iteration","Why No Vectorization?","Vectorized Loops","Vector ISA","Efficiency","Gain Estimate","VL (Vector Length)","Compiler Estimated Gain","Trip Counts","Trip Counts Median","Trip Counts Min","Trip Counts Max","Trip Counts Call Count","Trip Counts Iteration Duration","Instruction Set Analysis","Traits","Data Types","Number of Vector Registers","Vector Widths","Instruction Sets","Advanced","Transformations","Unroll Factor","Vectorization Details","Optimization Details","Location","Source Location","Module"
"","[loop in __kmp_parse_affinity_env at kmp_settings.c:1979]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","kmp_settings.c:1979","kmp_settings.c:1979","libiomp5.so"
"","[loop in __kmp_parse_affinity_env at kmp_settings.c:1990]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","kmp_settings.c:1990","kmp_settings.c:1990","libiomp5.so"
"","[loop in __kmp_parse_affinity_env at kmp_settings.c:2049]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","kmp_settings.c:2049","kmp_settings.c:2049","libiomp5.so"
"","[loop in __kmp_parse_affinity_env at kmp_settings.c:2222]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","kmp_settings.c:2222","kmp_settings.c:2222","libiomp5.so"
"","[loop in __kmp_str_to_int at kmp_str.c:700]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","kmp_str.c:700","kmp_str.c:700","libiomp5.so"
"","[loop in __kmp_str_format at kmp_str.c:526]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","kmp_str.c:526","kmp_str.c:526","libiomp5.so"
"","[loop in __kmp_wait_to_unref_task_teams at kmp_tasking.c:2659]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","kmp_tasking.c:2659","kmp_tasking.c:2659","libiomp5.so"
"","[loop in __kmp_wait_to_unref_task_teams at kmp_tasking.c:2666]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","kmp_tasking.c:2666","kmp_tasking.c:2666","libiomp5.so"
"","[loop in __kmp_common_destroy_gtid at kmp_threadprivate.c:280]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","kmp_threadprivate.c:280","kmp_threadprivate.c:280","libiomp5.so"
"","[loop in __kmp_parse_frequency at kmp_utility.c:146]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","kmp_utility.c:146","kmp_utility.c:146","libiomp5.so"
"","[loop in psn_mem_alloc at module.F90:1672]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8","inner loop was already vectorized","","","","","","","2","2","2","2","1","","","","","1","","","","","","","","module.F90:1672","module.F90:1672","xgc2"
"","[loop in psn_mem_alloc at module.F90:1677]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","4","inner loop was already vectorized","","","","","","","4","4","4","4","1","","","","","1","","","","","","","","module.F90:1677","module.F90:1677","xgc2"
"","[loop in mem_prim_move at mem_primitives_lib.c:392]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","mem_primitives_lib.c:392","mem_primitives_lib.c:392","libiomp5.so"
"","[loop in psn_mem_alloc at module.F90:1680]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8","inner loop was already vectorized","","","","","","","2","2","2","2","1","","","","","1","","","","","","","","module.F90:1680","module.F90:1680","xgc2"
"","[loop in psn_mem_alloc at module.F90:1682]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","151587","151587","151587","151587","1","","","","","1","","","","","","","","module.F90:1682","module.F90:1682","xgc2"
"","[loop in psn_mem_alloc at module.F90:1683]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","112","inner loop was already vectorized","","","","","","","2","2","2","2","1","","","","","1","512","AVX512F_512","","","","","","module.F90:1683","module.F90:1683","xgc2"
"","[loop in psn_mem_alloc at module.F90:1683]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","76044","76044","76044","76044","2","","","","","1","","","","","","","","module.F90:1683","module.F90:1683","xgc2"
"","[loop in psn_mem_alloc at module.F90:1684]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","76044","76044","76044","76044","1","","","","","1","","","","","","","","module.F90:1684","module.F90:1684","xgc2"
"","[loop in psn_mem_alloc at module.F90:1686]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","76044","76044","76044","76044","1","","","","","1","","","","","","","","module.F90:1686","module.F90:1686","xgc2"
"","[loop in psn_mem_alloc at module.F90:1692]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","112","inner loop was already vectorized","","","","","","","4","4","4","4","1","","","","","1","","","","","","","","module.F90:1692","module.F90:1692","xgc2"
"","[loop in psn_mem_alloc at module.F90:1692]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8","inner loop was already vectorized","","","","","","","2","2","2","2","4","","","","","1","","","","","","","","module.F90:1692","module.F90:1692","xgc2"
"","[loop in psn_mem_alloc at module.F90:1696]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","112","inner loop was already vectorized","","","","","","","2","2","2","2","1","","","","","1","","","","","","","","module.F90:1696","module.F90:1696","xgc2"
"","[loop in psn_mem_alloc at module.F90:1696]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8","inner loop was already vectorized","","","","","","","2","2","2","2","2","","","","","1","","","","","","","","module.F90:1696","module.F90:1696","xgc2"
"","[loop in psn_mem_alloc at module.F90:1697]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","112","inner loop was already vectorized","","","","","","","2","2","2","2","1","","","","","1","","","","","","","","module.F90:1697","module.F90:1697","xgc2"
"","[loop in psn_mem_alloc at module.F90:1697]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8","inner loop was already vectorized","","","","","","","2","2","2","2","2","","","","","1","","","","","","","","module.F90:1697","module.F90:1697","xgc2"
"","[loop in split_indices at module.F90:1740]","-1","1 Assumed dependency present ","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","16","vector dependence prevents vectorization","","","","","","","8","8","8","8","22","","","","","0","","","Unrolled by 2","Unrolled","2","","LOOP WAS UNROLLED BY 2","module.F90:1740","module.F90:1740","xgc2"
"","[loop in read_input_file at module.F90:1975]","-1","1 Assumed dependency present ","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","2.64478","vector dependence prevents vectorization","","","","","","","11","11","5","43","88","","","","","0","","","Unrolled by 2","Unrolled","2","","LOOP WAS UNROLLED BY 2","module.F90:1975","module.F90:1975","xgc2"
"","[loop in read_input_file at module.F90:1970]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","loop control variable was not identified. Explicitly compute the iteration count before executing the loop or try using canonical loop form from OpenMP specification%s","","","","","","","","","","","","","","","","0","","","","","","","","module.F90:1970","module.F90:1970","xgc2"
"","[loop in read_input_file at module.F90:1991]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","237.01","outer loop was not auto-vectorized: consider using SIMD directive","","","","","","","50","50","0","100","2","","","","","0","","","","","","","","module.F90:1991","module.F90:1991","xgc2"
"","[loop in read_input_file at module.F90:1996]","-1","1 Assumed dependency present ","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","2.64478","vector dependence prevents vectorization","","","","","","","11","11","5","43","88","","","","","0","","","Unrolled by 2","Unrolled","2","","LOOP WAS UNROLLED BY 2","module.F90:1996","module.F90:1996","xgc2"
"","[loop in read_namelist_index at module.F90:2042]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","112","loop control flow is too complex. Try using canonical loop form from OpenMP specification%s","","","","","","","3","3","1","6","9","","","","","0","","","","","","","","module.F90:2042","module.F90:2042","xgc2"
"","[loop in read_namelist_index at module.F90:2045]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","9.0276","loop control flow is too complex. Try using canonical loop form from OpenMP specification%s","","","","","","","84","84","0","1080","24","","","","","0","","","","","","","","module.F90:2045","module.F90:2045","xgc2"
"","[loop in __kmp::abs_path at dynamic_link.cpp:386]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","dynamic_link.cpp:386","dynamic_link.cpp:386","libiomp5.so"
"","[loop in init_perf_monitor at module.F90:1369]","-1","1 Assumed dependency present ","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","126","vector dependence prevents vectorization","","","","","","","44","44","44","44","1","","","","Float32","1","128","AVX","","","","","","module.F90:1369","module.F90:1369","xgc2"
"","[loop in setup_bicub at bicub_mod.F90:1159]","-1","","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","","","","","","","","","","","","","89","3.56x","4","3.56x","","","","","","","","","","","","","","Materialized","","","LOOP WAS MATERIALIZED","bicub_mod.F90:1159","bicub_mod.F90:1159","xgc2"
"","[loop in __kmp::dynamic_load at dynamic_link.cpp:525]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","dynamic_link.cpp:525","dynamic_link.cpp:525","libiomp5.so"
"","[loop in eval_bicub_2_vec at bicub_mod.F90:334]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","0.0068","24","inner loop was already vectorized","","","","","","","2","2","2","2","140640","","","","UInt64","2","512","AVX512F_512","","","","","","bicub_mod.F90:334","bicub_mod.F90:334","xgc2"
"","[loop in eval_bicub_2_vec at bicub_mod.F90:334]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","1","1","1","1","140640","","","","","2","","","","","","","MEMOP WAS GENERATED FOR THIS LOOP","bicub_mod.F90:334","bicub_mod.F90:334","xgc2"
"","[loop in eval_bicub_2_vec at bicub_mod.F90:282]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","1","1","1","1","140640","","","","UInt64","1","512","AVX512F_512","","","","","","bicub_mod.F90:282","bicub_mod.F90:282","xgc2"
"","[loop in eval_bicub_2_vec at bicub_mod.F90:353]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","1","1","1","1","140640","","","","UInt64","2","","","","","","","MEMOP WAS GENERATED FOR THIS LOOP","bicub_mod.F90:353","bicub_mod.F90:353","xgc2"
"","[loop in eval_bicub_2_vec at bicub_mod.F90:473]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","1","1","1","1","140640","","","","","0","","","","","","","","bicub_mod.F90:473","bicub_mod.F90:473","xgc2"
"","[loop in eval_bicub_1_vec at bicub_mod.F90:700]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","1","1","1","1","225024","","","","","1","512","AVX512F_512","","","","","MEMOP WAS GENERATED FOR THIS LOOP","bicub_mod.F90:700","bicub_mod.F90:700","xgc2"
"","[loop in get_node_vol at search.F90:710]","-1","","n/a","n/a","n/a","Scalar Completely Unrolled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop by 3","Contains Completely Unrolled Loop","3","","LOOP CONTAINS COMPLETELY UNROLLED LOOP BY 3","search.F90:710","search.F90:710","xgc2"
"","[loop in search_tr_check_guess_vec at search.F90:944]","-1","1 Possible inefficient memory access patterns present ","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","0.0001","128","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","AVX512","AVX512","","","4","0.79x","3","3","3","3","384","","Gathers; Mask Manipulations","Gathers; Mask Manipulations","Float32; Float64","5","512","AVX512F_512","","Fused","","","LOOP WAS FUSED","search.F90:944","search.F90:944","xgc2"
"","[loop in init_guess_list at init_guess_list.F90:56]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","0.04","inner loop was already vectorized","","","","","","","400","400","400","400","1","","","","","1","","","","","","","","init_guess_list.F90:56","init_guess_list.F90:56","xgc2"
"","[loop in init_guess_list at init_guess_list.F90:105]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","inner loop was already vectorized","","","","","","","400","400","400","400","1","","Permutes; Shifts","Permutes; Shifts","Float32; Int32; UInt32; UInt64","14","128/256/512","AVX; AVX2; AVX512F_512","","","","","","init_guess_list.F90:105","init_guess_list.F90:105","xgc2"
"","[loop in init_guess_list at init_guess_list.F90:115]","-1","1 Assumed dependency present ","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","36","vector dependence prevents vectorization","","","","","","","400","400","400","400","1","","","","","0","","","","","","","","init_guess_list.F90:115","init_guess_list.F90:115","xgc2"
"","[loop in init_guess_list at init_guess_list.F90:116]","-1","1 Assumed dependency present ","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","0.0013","16","vector dependence prevents vectorization","","","","","","","200","200","200","200","400","","","","","0","","","Unrolled by 2","Unrolled","2","","LOOP WAS UNROLLED BY 2","init_guess_list.F90:116","init_guess_list.F90:116","xgc2"
"","[loop in init_guess_list at init_guess_list.F90:126]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","0.04","inner loop was already vectorized","","","","","","","400","400","400","400","1","","","","","1","","","","","","","","init_guess_list.F90:126","init_guess_list.F90:126","xgc2"
"","[loop in init_guess_list at init_guess_list.F90:130]","-1","","n/a","n/a","n/a","Scalar Completely Unrolled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop by 2","Contains Completely Unrolled Loop","2","","LOOP CONTAINS COMPLETELY UNROLLED LOOP BY 2","init_guess_list.F90:130","init_guess_list.F90:130","xgc2"
